iter	Passed	Remaining
283	710	1790
284	712	1787
285	714	1784
286	716	1780
287	719	1778
288	721	1775
289	724	1773
290	726	1770
291	728	1767
292	731	1764
293	733	1762
294	736	1759
295	738	1756
296	740	1753
297	743	1751
298	745	1746
299	747	1744
300	749	1741
301	752	1738
302	754	1736
303	757	1733
304	759	1730
305	760	1724
306	762	1721
307	764	1718
308	767	1715
309	769	1712
310	771	1709
311	774	1706
312	776	1704
313	778	1701
314	781	1698
315	783	1695
316	785	1693
317	788	1690
318	790	1687
319	792	1684
320	795	1681
321	797	1678
322	799	1675
323	801	1673
324	804	1670
325	806	1667
326	808	1664
327	810	1660
328	812	1657
329	815	1655
330	817	1652
331	820	1649
332	822	1647
333	824	1644
334	826	1641
335	829	1638
336	831	1635
337	833	1632
338	835	1628
339	837	1626
340	840	1623
341	842	1621
342	845	1619
343	847	1616
344	848	1611
345	851	1608
346	852	1603
347	854	1601
348	856	1597
349	858	1595
350	861	1592
351	864	1590
352	866	1588
353	869	1586
354	871	1583
355	873	1580
356	875	1577
357	878	1575
358	880	1572
359	882	1569
360	885	1566
361	887	1564
362	889	1561
363	891	1557
364	894	1555
365	896	1553
366	898	1550
367	901	1547
368	903	1544
369	905	1542
370	908	1539
371	910	1537
372	912	1534
373	915	1531
374	917	1528
375	919	1525
376	921	1523
377	922	1518
378	925	1516
379	927	1513
380	928	1508
381	930	1506
382	933	1503
383	935	1500
384	937	1497
385	939	1493
386	941	1491
387	943	1488
388	945	1485
389	948	1483
390	950	1480
391	952	1477
392	955	1475
393	957	1472
394	960	1470
395	962	1468
396	964	1465
397	967	1462
398	969	1460
399	971	1457
400	974	1455
401	976	1453
402	979	1450
403	981	1448
404	984	1446
405	987	1445
406	990	1442
407	992	1440
408	994	1437
409	997	1434
410	999	1432
411	1001	1429
412	1004	1427
413	1007	1425
414	1009	1422
415	1011	1420
416	1014	1417
417	1016	1415
418	1019	1413
419	1021	1410
420	1023	1407
421	1025	1405
422	1028	1402
423	1030	1400
424	1033	1397
425	1035	1395
426	1037	1392
427	1039	1389
428	1042	1387
429	1044	1384
430	1046	1381
431	1049	1379
432	1051	1376
433	1053	1374
434	1055	1371
435	1058	1368
436	1059	1365
437	1062	1362
438	1064	1360
439	1066	1357
440	1067	1353
441	1069	1350
442	1071	1347
443	1074	1345
444	1076	1342
445	1078	1340
446	1081	1337
447	1083	1335
448	1086	1332
449	1088	1330
450	1090	1327
451	1091	1323
452	1094	1321
453	1095	1317
454	1097	1315
455	1100	1312
456	1102	1310
457	1104	1307
458	1107	1305
459	1110	1303
460	1112	1300
461	1114	1297
462	1116	1295
463	1119	1292
464	1121	1290
465	1123	1287
466	1125	1285
467	1128	1282
468	1130	1279
469	1132	1277
470	1134	1274
471	1137	1272
472	1139	1269
473	1142	1267
474	1144	1264
475	1146	1262
476	1148	1259
477	1151	1257
478	1153	1254
479	1155	1252
480	1157	1249
481	1160	1247
482	1162	1244
483	1165	1242
484	1167	1239
485	1169	1237
486	1171	1234
487	1174	1231
488	1176	1229
489	1178	1227
490	1181	1224
491	1183	1221
492	1185	1219
493	1187	1216
494	1190	1214
495	1192	1211
496	1194	1209
497	1197	1206
498	1199	1204
499	1201	1201
500	1204	1199
501	1206	1196
502	1208	1194
503	1211	1191
504	1213	1189
505	1215	1186
506	1217	1183
507	1219	1181
508	1221	1178
509	1224	1176
510	1225	1173
511	1228	1171
512	1231	1168
513	1233	1166
514	1235	1163
515	1238	1161
516	1240	1158
517	1242	1156
518	1244	1153
519	1246	1151
520	1249	1148
521	1251	1145
522	1253	1143
523	1256	1141
524	1258	1138
525	1259	1135
526	1262	1132
527	1264	1130
528	1266	1127
529	1268	1125
530	1271	1122
531	1273	1120
532	1276	1118
533	1278	1115
534	1280	1113
535	1283	1110
536	1286	1108
537	1288	1106
538	1290	1104
539	1293	1101
540	1295	1099
541	1297	1096
542	1300	1094
543	1302	1091
544	1304	1089
545	1307	1086
546	1309	1084
547	1311	1081
548	1314	1079
549	1316	1077
550	1318	1074
551	1321	1072
552	1323	1069
553	1325	1067
554	1328	1064
555	1330	1062
556	1333	1060
557	1335	1058
558	1338	1055
559	1340	1053
560	1342	1050
561	1345	1048
562	1347	1046
563	1350	1043
564	1352	1041
565	1355	1039
566	1357	1036
567	1360	1034
568	1362	1031
569	1364	1029
570	1366	1026
571	1368	1024
572	1371	1022
573	1374	1019
574	1376	1017
575	1378	1015
576	1380	1012
577	1382	1009
578	1385	1007
579	1387	1004
580	1389	1001
581	1391	999
582	1393	997
583	1395	994
584	1397	991
585	1400	989
586	1402	986
587	1404	984
588	1406	981
589	1408	978
590	1410	976
591	1413	974
592	1415	971
593	1417	969
594	1420	966
595	1422	964
596	1424	961
597	1427	959
598	1429	956
599	1431	954
600	1433	951
601	1436	949
602	1438	946
603	1440	944
604	1442	942
605	1445	939
606	1447	937
607	1449	934
608	1452	932
609	1454	930
610	1457	927
611	1459	925
612	1462	923
613	1464	920
614	1467	918
615	1469	916
616	1471	913
617	1474	911
618	1477	909
619	1479	906
620	1481	904
621	1484	901
622	1486	899
623	1488	897
624	1490	894
625	1492	891
626	1495	889
627	1497	886
628	1498	884
629	1501	881
630	1503	879
631	1505	876
632	1508	874
633	1510	871
634	1512	869
635	1514	866
636	1516	864
637	1519	861
638	1521	859
639	1523	856
640	1525	854
641	1527	852
642	1530	849
643	1531	846
644	1533	844
645	1536	841
646	1538	839
647	1540	836
648	1542	834
649	1545	832
650	1547	829
651	1549	827
652	1552	824
653	1554	822
654	1556	819
655	1559	817
656	1561	815
657	1563	812
658	1565	810
659	1568	807
660	1570	805
661	1572	803
662	1575	800
663	1577	798
664	1579	795
665	1582	793
666	1585	791
667	1587	788
668	1589	786
669	1592	784
670	1594	781
671	1596	779
672	1599	777
673	1601	774
674	1604	772
675	1605	769
676	1608	767
677	1611	765
678	1613	762
679	1615	760
680	1618	758
681	1620	755
682	1622	753
683	1625	750
684	1627	748
685	1629	745
686	1631	743
687	1633	740
688	1636	738
689	1637	735
690	1639	733
691	1641	730
692	1643	728
693	1646	725
694	1648	723
695	1650	721
696	1653	718
697	1655	716
698	1658	714
699	1660	711
700	1662	709
701	1665	706
702	1667	704
703	1669	701
704	1671	699
705	1674	697
706	1676	694
707	1678	692
708	1681	689
709	1683	687
710	1685	685
711	1687	682
712	1690	680
713	1692	678
714	1695	675
715	1697	673
716	1700	671
717	1702	668
718	1705	666
719	1708	664
720	1710	661
721	1712	659
722	1714	657
723	1717	654
724	1719	652
725	1722	649
726	1724	647
727	1726	645
728	1729	642
729	1731	640
730	1733	638
731	1736	635
732	1738	633
733	1740	630
734	1743	628
735	1745	626
736	1747	623
737	1749	621
738	1751	618
739	1754	616
740	1756	613
741	1758	611
742	1761	609
743	1763	606
744	1765	604
745	1767	601
746	1769	599
747	1772	597
748	1773	594
749	1776	592
750	1778	589
751	1780	587
752	1782	584
753	1785	582
754	1787	580
755	1790	577
756	1792	575
757	1794	572
758	1797	570
759	1799	568
760	1802	566
761	1804	563
762	1806	561
763	1808	558
764	1811	556
765	1813	553
766	1815	551
767	1818	549
768	1820	546
769	1822	544
770	1825	542
771	1827	539
772	1829	537
773	1832	534
774	1834	532
775	1837	530
776	1839	528
777	1842	525
778	1844	523
779	1846	520
780	1848	518
781	1850	515
782	1852	513
783	1855	511
784	1857	508
785	1859	506
786	1862	504
787	1864	501
788	1866	499
789	1869	496
790	1871	494
791	1873	492
792	1876	489
793	1878	487
794	1881	485
795	1883	482
796	1885	480
797	1887	477
798	1890	475
799	1892	473
800	1894	470
801	1896	468
802	1899	465
803	1901	463
804	1903	461
805	1906	458
806	1908	456
807	1910	454
808	1913	451
809	1915	449
810	1917	446
811	1920	444
812	1922	442
813	1925	439
814	1927	437
815	1928	434
816	1931	432
817	1933	430
818	1935	427
819	1938	425
820	1940	423
821	1942	420
822	1945	418
823	1947	415
824	1949	413
825	1952	411
826	1954	408
827	1956	406
828	1959	404
829	1962	401
830	1964	399
831	1966	397
832	1968	394
833	1971	392
834	1973	389
835	1975	387
836	1977	385
837	1980	382
838	1982	380
839	1985	378
840	1987	375
841	1989	373
842	1992	371
843	1994	368
844	1996	366
845	1998	363
846	2001	361
847	2003	359
848	2005	356
849	2008	354
850	2010	352
851	2012	349
852	2014	347
853	2016	344
854	2018	342
855	2020	339
856	2023	337
857	2025	335
858	2028	332
859	2030	330
860	2032	328
861	2034	325
862	2037	323
863	2039	321
864	2041	318
865	2044	316
866	2046	313
867	2048	311
868	2050	309
869	2052	306
870	2055	304
871	2057	302
872	2059	299
873	2062	297
874	2064	294
875	2067	292
876	2069	290
877	2072	287
878	2075	285
879	2077	283
880	2079	280
881	2082	278
882	2085	276
883	2087	273
884	2089	271
885	2091	269
886	2093	266
887	2096	264
888	2098	262
889	2101	259
890	2103	257
891	2105	254
892	2107	252
893	2109	250
894	2112	247
895	2114	245
896	2116	243
897	2119	240
898	2121	238
899	2123	235
900	2126	233
901	2128	231
902	2130	228
903	2132	226
904	2134	224
905	2137	221
906	2139	219
907	2141	217
908	2144	214
909	2146	212
910	2149	209
911	2151	207
912	2154	205
913	2156	202
914	2158	200
915	2160	198
916	2163	195
917	2165	193
918	2167	191
919	2169	188
920	2172	186
921	2174	183
922	2177	181
923	2179	179
924	2181	176
925	2184	174
926	2186	172
927	2189	169
928	2191	167
929	2193	165
930	2196	162
931	2198	160
932	2201	158
933	2203	155
934	2206	153
935	2208	151
936	2211	148
937	2213	146
938	2215	143
939	2217	141
940	2220	139
941	2222	136
942	2225	134
943	2227	132
944	2229	129
945	2232	127
946	2234	125
947	2236	122
948	2239	120
949	2242	118
950	2244	115
951	2246	113
952	2249	110
953	2251	108
954	2253	106
955	2256	103
956	2259	101
957	2261	99
958	2263	96
959	2266	94
960	2268	92
961	2270	89
962	2273	87
963	2275	84
964	2277	82
965	2280	80
966	2282	77
967	2284	75
968	2287	73
969	2289	70
970	2292	68
971	2294	66
972	2296	63
973	2299	61
974	2301	59
975	2303	56
976	2306	54
977	2308	51
978	2310	49
979	2313	47
980	2315	44
981	2317	42
982	2319	40
983	2322	37
984	2324	35
985	2327	33
986	2329	30
987	2332	28
988	2334	25
989	2336	23
990	2338	21
991	2341	18
992	2343	16
993	2345	14
994	2347	11
995	2349	9
996	2352	7
997	2354	4
998	2356	2
999	2358	0
	2518	10
996	2520	7
997	2522	5
998	2524	2
999	2527	0
